,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_since_investment
5912,4,2.5,1840,15496,2.0,0,0,3,8,1840,0,1991,0,98059,47.4683,-122.07,1840,15040,23
13474,4,1.75,1430,4096,2.0,0,0,3,7,1430,0,1900,0,98122,47.604,-122.306,1640,3377,114
9495,2,1.0,1680,9250,1.0,0,0,3,7,860,820,1969,0,98072,47.7618,-122.162,1590,9542,46
9584,3,2.5,1720,4120,2.0,0,0,3,7,1720,0,1999,0,98148,47.4319,-122.328,1720,5544,16
20717,3,2.5,1320,955,3.0,0,0,3,7,1320,0,2009,0,98106,47.5202,-122.357,1300,1003,6
10499,4,3.25,3030,5164,1.5,0,0,5,9,2700,330,1925,0,98112,47.6394,-122.299,1890,4415,89
5175,3,1.75,1530,8800,1.0,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.158,1530,8690,48
11040,3,2.25,2980,7700,1.0,0,0,3,9,2530,450,1964,0,98112,47.6336,-122.29,3020,8234,51
20556,2,2.5,1260,1347,3.0,0,0,3,8,1260,0,2005,0,98103,47.6994,-122.341,1260,1356,9
1760,3,2.5,2660,4975,2.0,0,0,3,8,2660,0,2014,0,98118,47.5487,-122.272,1840,6653,0
17403,3,1.5,1810,29308,1.0,0,0,3,7,950,860,1983,0,98042,47.3585,-122.067,1790,37531,31
16397,2,1.75,1210,1161,2.0,0,0,3,8,1210,0,2014,0,98029,47.5513,-121.998,1700,2285,1
4779,5,2.25,3740,14913,1.5,0,0,4,9,3740,0,1979,0,98074,47.6234,-122.059,2180,7600,36
8734,4,2.75,2550,8632,1.0,0,0,3,8,1700,850,1972,0,98033,47.6477,-122.197,2550,9534,42
3843,5,3.25,2500,7620,1.0,0,3,3,7,1250,1250,1962,0,98106,47.5298,-122.344,2020,7620,53
13217,5,2.0,1510,3000,2.0,0,0,3,6,1510,0,1983,0,98122,47.6029,-122.304,1610,3600,32
13010,3,0.75,1110,3960,1.0,0,0,3,7,1110,0,1951,0,98117,47.6834,-122.366,1610,5530,64
11662,4,2.75,2640,9000,2.0,0,0,3,10,2640,0,1990,0,98052,47.6481,-122.125,2980,9137,24
98,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,34
3213,2,1.75,1310,3816,1.0,0,0,2,7,1110,200,1929,0,98117,47.679,-122.368,1510,3816,86
13677,1,1.0,1230,9300,1.5,0,0,4,6,1230,0,1918,0,98133,47.7055,-122.348,1190,6820,96
14694,3,2.5,1680,15711,1.0,0,0,3,7,1240,440,1994,0,98031,47.423,-122.171,1420,8588,20
18354,4,2.0,1700,2350,1.0,0,0,3,6,850,850,1926,2014,98117,47.6865,-122.366,1600,4160,1
13443,2,1.0,770,5160,1.0,0,0,3,6,770,0,1943,0,98106,47.5304,-122.356,920,5160,71
15539,3,1.0,1750,7800,1.0,0,0,4,7,1150,600,1956,0,98166,47.4596,-122.343,1750,7560,58
3734,4,2.5,3100,7807,2.0,0,0,3,9,3100,0,2003,0,98034,47.7151,-122.227,3100,7807,12
11090,5,2.5,3100,10189,2.0,0,0,3,8,3100,0,2002,0,98019,47.738,-121.965,2840,10189,12
19197,4,2.5,3200,7282,2.0,0,0,3,9,3200,0,2007,0,98188,47.4318,-122.286,3030,7290,7
18334,5,3.0,2240,15435,1.0,0,1,5,7,1390,850,1952,0,98155,47.7426,-122.288,2240,10750,62
1663,4,2.5,3350,35298,2.0,0,0,4,9,3350,0,1985,0,98053,47.6506,-122.036,2620,35604,29
12748,4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900,30
12130,2,1.0,1090,5265,1.5,0,0,4,7,1090,0,1947,0,98105,47.6638,-122.292,2080,4000,68
21337,3,2.25,1250,871,3.0,0,0,3,8,1250,0,2007,0,98103,47.6907,-122.343,1250,1158,7
18924,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,1984,0,98033,47.6669,-122.17,2130,7279,30
6316,4,2.5,1990,30083,2.0,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627,16
7703,3,2.0,2010,7017,2.0,0,3,3,7,2010,0,1951,1988,98115,47.6828,-122.267,2450,6045,26
585,3,1.75,1510,15744,1.0,0,0,3,7,1510,0,1985,0,98045,47.476,-121.755,1470,15744,29
10102,3,1.0,1170,7350,1.0,0,0,4,7,1170,0,1960,0,98008,47.625,-122.117,1170,7350,55
20625,4,3.75,3880,9979,2.5,0,0,3,10,3880,0,2007,0,98029,47.5408,-121.992,3130,6112,7
610,2,2.5,1100,1760,3.0,0,0,3,7,1100,0,1997,0,98103,47.6972,-122.35,1200,1415,17
15723,4,2.5,2330,7936,2.0,0,0,3,9,2330,0,1987,0,98074,47.6269,-122.03,2460,8137,27
7524,4,1.5,2480,6000,1.0,0,0,3,8,1520,960,1955,0,98136,47.5233,-122.386,1810,6000,60
6452,3,2.25,1900,8125,1.0,0,0,3,7,1540,360,1969,0,98058,47.4564,-122.162,1480,8284,45
21031,3,2.5,1850,3400,2.0,0,0,3,7,1850,0,2010,0,98053,47.6871,-122.014,1850,3400,4
16770,3,2.5,3680,35617,1.0,0,0,3,10,2390,1290,1985,0,98052,47.7213,-122.12,3570,35633,29
20520,5,3.75,3760,4702,2.0,0,0,3,9,2780,980,2014,0,98034,47.7202,-122.223,2950,5981,0
18764,3,3.0,2630,4972,2.0,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2880,4972,8
1787,3,1.75,2040,5775,1.0,0,0,3,7,1410,630,1958,0,98199,47.6592,-122.393,1360,4400,57
5556,2,2.0,1060,4000,1.0,0,0,2,7,1000,60,1914,0,98103,47.6626,-122.337,1310,4000,101
13486,4,2.5,3130,7582,2.0,0,0,3,8,3130,0,2004,0,98075,47.577,-122.055,2990,6441,10
19233,5,2.5,2960,8968,1.0,0,0,4,8,1640,1320,1965,0,98008,47.6233,-122.102,1890,9077,49
21052,5,3.5,3230,7560,2.0,0,0,3,10,3230,0,2007,0,98052,47.6467,-122.118,3230,8580,7
12200,3,1.75,1130,5111,1.0,0,0,4,7,930,200,1942,0,98199,47.6379,-122.4,1360,4424,73
19177,4,3.0,2370,3672,1.5,0,0,5,7,1650,720,1916,0,98115,47.678,-122.311,2140,4182,98
20033,4,2.5,3250,5000,2.0,0,0,3,8,3250,0,2008,0,98059,47.4988,-122.148,3230,5507,6
9343,2,1.0,1140,23779,1.5,0,0,3,6,1140,0,1966,0,98033,47.6948,-122.172,2940,8417,49
20320,3,2.5,1740,4145,2.0,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.015,1740,4045,5
1193,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,108
15939,3,1.0,1300,8160,1.0,0,0,4,7,1300,0,1960,0,98056,47.511,-122.172,1290,8970,54
8117,3,1.5,1550,8000,1.0,0,0,3,6,1330,220,1980,0,98118,47.5536,-122.286,1150,5150,35
20846,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,2006,0,98103,47.6937,-122.342,1370,1320,8
20449,3,1.75,1420,1361,2.0,0,0,3,7,960,460,2014,0,98108,47.5684,-122.314,1340,1343,0
21142,2,1.75,1570,1207,3.0,0,0,3,9,1570,0,2007,0,98004,47.6215,-122.201,1570,1206,7
19469,4,2.5,2090,7290,1.0,0,0,5,8,1420,670,1966,0,98007,47.624,-122.142,2110,8436,48
14872,5,2.5,2510,8050,1.0,0,0,4,7,1490,1020,1977,0,98034,47.7212,-122.172,1840,8471,37
16275,4,2.5,1920,8497,2.0,0,0,3,8,1920,0,1998,0,98092,47.2608,-122.209,1940,8436,16
20726,4,3.25,3420,6752,2.0,0,2,3,9,3030,390,2012,0,98065,47.517,-121.876,3010,5172,2
17673,2,2.0,1070,8400,1.0,0,0,4,7,1070,0,1980,0,98031,47.4014,-122.186,1430,8190,34
20886,4,2.5,2820,6983,2.0,0,0,3,9,2820,0,2013,0,98001,47.2958,-122.265,2597,7222,1
2706,3,1.0,1150,10196,1.0,0,0,4,7,1150,0,1957,0,98052,47.6788,-122.162,1410,8925,57
5471,3,1.75,1980,13503,1.0,0,2,4,9,1320,660,1952,0,98008,47.5867,-122.111,2450,10890,62
9236,4,2.25,2730,35100,2.0,0,0,3,8,2730,0,1977,0,98075,47.5913,-122.012,2730,36677,37
17374,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,1910,0,98112,47.6321,-122.306,2970,4320,104
206,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,4
8085,4,2.5,1990,2660,2.0,0,0,3,8,1990,0,2012,0,98034,47.732,-122.178,1990,2665,3
10055,3,1.0,1870,7671,1.0,0,0,4,8,1720,150,1937,0,98177,47.7162,-122.36,1460,7679,77
2056,2,1.0,710,5200,1.0,0,2,4,6,710,0,1942,0,98126,47.5376,-122.371,1610,5200,72
17705,3,2.25,1960,10139,2.0,0,0,3,8,1960,0,1984,0,98074,47.6481,-122.061,2080,9753,31
17425,2,1.0,1500,3420,1.0,0,0,3,7,1500,0,1902,0,98103,47.661,-122.338,2050,3420,112
8660,3,1.75,1570,12506,1.0,0,0,4,8,1570,0,1959,0,98003,47.3365,-122.319,2120,13243,56
2014,4,2.5,2470,5015,2.0,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100,10
164,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,39
5117,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,9
19651,4,2.5,2730,4962,2.0,0,0,3,8,2730,0,2006,0,98002,47.3363,-122.216,2150,3802,9
9776,6,2.0,1900,8057,1.0,0,0,4,7,1170,730,1959,0,98133,47.762,-122.335,2090,8626,55
4827,5,2.5,2820,9956,1.0,0,0,4,7,1410,1410,1967,0,98168,47.4715,-122.33,2700,9956,47
9273,4,2.0,1900,8160,1.0,0,0,3,7,1900,0,1975,0,98022,47.2114,-121.986,1280,6532,40
1461,4,2.0,1560,3840,1.0,0,0,4,6,960,600,1924,0,98117,47.6882,-122.365,1560,4800,90
15626,5,1.75,2290,7900,1.0,0,0,4,7,1190,1100,1965,0,98133,47.7577,-122.358,1870,8250,49
13126,5,1.0,1790,30456,1.0,0,0,4,7,1350,440,1964,0,98030,47.3469,-122.195,2420,35647,51
14303,4,2.5,3000,8584,2.0,0,0,3,7,3000,0,2003,0,98038,47.369,-122.032,2610,7570,11
20695,4,2.5,3630,7482,2.0,0,0,3,10,3630,0,2008,0,98188,47.4565,-122.287,1600,15716,7
7894,2,1.0,880,7575,1.0,0,0,4,7,880,0,1942,0,98198,47.3757,-122.304,1800,7575,73
7922,3,1.0,1160,11776,1.0,0,0,3,7,1160,0,1968,0,98077,47.7427,-122.074,1160,10050,46
4389,3,2.25,1640,8625,1.0,0,0,3,8,1320,320,1987,0,98052,47.6772,-122.153,1770,9476,28
7713,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6169,-122.062,1230,7500,39
14472,2,1.0,2180,12875,1.0,0,0,3,7,1480,700,1959,0,98198,47.3757,-122.303,1800,7447,56
17481,4,1.75,2180,10200,1.0,0,2,3,8,2000,180,1966,0,98028,47.7638,-122.27,2590,10445,49
13806,3,1.0,1160,9525,1.0,0,0,4,7,1160,0,1968,0,98077,47.7431,-122.073,1160,10640,46
10277,5,2.0,3180,10800,1.0,0,0,3,8,1910,1270,1968,0,98052,47.6354,-122.103,2440,9750,46
11092,4,2.25,2040,7600,1.0,0,0,4,8,1580,460,1978,0,98023,47.3169,-122.365,2130,7200,36
3467,0,1.5,1430,1650,3.0,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650,15
2907,3,3.5,2350,10739,1.0,0,2,5,7,1340,1010,1940,0,98125,47.7288,-122.284,2580,11026,74
19759,4,3.5,3590,5335,2.0,0,2,3,9,3140,450,2006,0,98115,47.6762,-122.267,2100,6250,8
15438,4,2.5,2390,4639,2.0,0,0,3,8,2390,0,2006,0,98038,47.3527,-121.999,2390,4521,9
16326,3,1.75,1390,18200,1.0,0,0,4,7,1390,0,1962,0,98023,47.3208,-122.337,1810,9675,52
10828,4,2.5,2460,4166,2.0,0,0,3,9,2460,0,2003,0,98034,47.7072,-122.232,2460,4964,11
15805,3,2.25,1470,5597,2.0,0,0,3,7,1470,0,1985,0,98029,47.5674,-122.019,1610,5217,30
2142,4,4.0,3010,7221,2.0,0,0,3,10,3010,0,2004,0,98075,47.5833,-121.97,3490,7518,10
10420,3,2.25,3440,44374,2.0,0,3,4,10,2190,1250,1979,0,98006,47.547,-122.111,3470,40185,35
8193,3,1.75,1330,12092,1.0,0,0,4,6,720,610,1981,0,98168,47.5102,-122.324,1770,11770,34
20138,4,2.5,2180,7204,2.0,0,0,3,8,2180,0,2014,0,98133,47.7221,-122.352,1500,7650,1
5136,5,2.75,2870,5349,2.0,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.187,2800,5000,10
18263,2,2.5,1620,14467,2.0,0,0,3,7,1620,0,1981,0,98074,47.6306,-122.035,1470,13615,33
18726,5,4.5,3540,21217,2.0,0,0,4,8,2940,600,1926,0,98188,47.4274,-122.28,1290,12040,89
2822,3,2.5,2340,4273,2.0,0,0,3,7,2340,0,2002,0,98065,47.5362,-121.878,2400,4624,13
6548,3,2.5,1400,2036,2.0,0,0,3,7,1400,0,2003,0,98136,47.5516,-122.382,1500,2036,11
10301,3,2.25,1800,15903,1.0,0,0,3,8,1340,460,1986,0,98038,47.3813,-122.043,2000,15233,29
14257,3,1.75,1250,9486,1.0,0,0,4,6,1250,0,1971,0,98070,47.4341,-122.446,1270,9600,43
14414,3,1.75,1260,8614,1.0,0,0,4,7,1260,0,1985,0,98038,47.3586,-122.056,1600,8614,29
2143,4,1.75,2140,8162,1.0,0,0,3,7,1420,720,1968,0,98023,47.3096,-122.377,2040,7632,46
8526,3,1.0,960,6180,1.0,0,0,4,6,960,0,1910,0,98118,47.5518,-122.279,1250,4120,105
9232,4,2.25,2450,62290,2.0,0,0,3,8,2450,0,1976,0,98077,47.7603,-122.074,2450,41181,38
3556,4,1.0,1640,3844,1.5,0,0,4,7,1460,180,1928,0,98133,47.7017,-122.354,1230,3844,87
13180,3,2.0,1490,8847,1.0,0,0,4,7,1490,0,1967,0,98177,47.7639,-122.363,1640,7572,47
14810,3,1.5,2030,14400,1.0,0,0,4,7,1310,720,1969,0,98001,47.2639,-122.285,1330,14400,45
16623,4,2.75,2760,7533,1.0,0,0,3,8,1400,1360,1997,0,98042,47.371,-122.108,2340,7943,17
19006,2,1.5,1090,6750,1.0,0,0,3,7,950,140,1942,0,98117,47.6836,-122.397,1640,6750,73
18959,1,1.0,700,3876,1.0,0,0,3,6,700,0,1910,0,98103,47.6886,-122.352,1150,3952,104
1766,4,2.0,1690,3250,1.5,0,0,3,7,1550,140,1901,0,98103,47.6637,-122.346,1620,3250,113
18840,3,1.0,1270,6612,1.5,0,3,3,7,1270,0,1927,0,98118,47.5433,-122.264,2100,7680,88
21401,2,1.0,980,1179,2.0,0,0,3,8,980,0,2010,0,98119,47.6381,-122.375,1190,1600,4
1308,3,2.5,2050,7205,2.0,0,0,3,8,2050,0,2000,0,98003,47.3487,-122.304,2050,7264,15
12769,1,1.0,700,2550,1.0,0,0,3,6,700,0,1954,0,98117,47.6783,-122.383,1330,4110,61
12732,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,61
10251,3,1.0,1570,9650,1.5,0,0,5,5,1570,0,1922,0,98010,47.3531,-121.982,1330,9650,92
1037,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190,20
16575,4,2.75,1700,7495,1.0,0,0,4,7,1200,500,1964,0,98133,47.7589,-122.354,1650,7495,51
19947,4,2.75,2280,5013,2.0,0,0,3,8,2280,0,2009,0,98019,47.7333,-121.976,2130,5121,5
9736,3,1.0,1730,21183,1.0,0,0,3,7,1030,700,1955,0,98168,47.5024,-122.332,1610,13000,60
17940,4,2.5,2110,6360,2.0,0,0,3,8,2110,0,1988,0,98029,47.5641,-122.012,2050,7000,27
1682,3,1.5,1610,13500,1.0,0,0,3,7,1060,550,1970,0,98155,47.7674,-122.31,1540,11479,44
847,3,1.75,4000,11894,1.0,0,0,3,9,2190,1810,1987,0,98011,47.7738,-122.203,2530,8650,27
1191,4,1.0,1440,8250,1.0,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,55
10957,3,2.5,2340,35021,1.0,0,0,3,9,2340,0,1986,0,98038,47.3988,-122.028,2630,35190,28
6404,2,1.75,1590,11276,1.0,0,0,4,7,1590,0,1972,0,98002,47.3177,-122.21,1750,10687,42
5594,3,2.5,2010,4195,2.0,0,0,3,8,2010,0,1998,0,98034,47.732,-122.197,2010,5779,16
16433,3,1.0,1250,4590,1.5,0,0,3,6,970,280,1903,0,98115,47.6757,-122.327,1830,4080,112
10486,3,3.0,1860,7440,1.0,0,0,5,7,1040,820,1954,0,98178,47.5035,-122.255,1490,8160,60
16453,4,1.75,2520,7770,1.0,0,0,3,8,1680,840,1965,0,98177,47.7721,-122.372,2340,7770,49
17666,3,3.0,2060,3200,2.0,0,0,3,8,2060,0,1907,1984,98102,47.637,-122.324,1760,2669,31
11416,1,1.0,560,5700,1.0,0,0,3,5,560,0,1947,0,98146,47.511,-122.359,1120,5000,67
21010,3,2.75,2130,1400,2.0,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1880,3132,5
5213,4,2.5,2720,7350,2.0,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336,25
553,2,1.0,750,8125,1.0,0,0,4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750,71
9536,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,1920,0,98144,47.5752,-122.304,1620,4000,94
17457,3,2.5,1740,1844,2.0,0,0,3,8,1320,420,2008,0,98106,47.5248,-122.365,1740,1789,6
12981,5,2.0,2110,7919,1.0,0,0,3,7,1110,1000,1966,0,98118,47.5164,-122.267,1590,5250,48
20923,4,3.0,5940,11533,2.0,0,4,3,11,4950,990,2004,0,98065,47.5443,-121.87,4240,12813,10
3473,3,2.0,1380,4500,1.0,0,0,3,7,1380,0,2008,0,98038,47.3661,-122.021,1620,4000,6
12355,4,1.75,2251,12731,1.0,0,1,4,8,1390,861,1957,0,98003,47.3369,-122.32,2520,12539,57
11404,3,1.0,1220,20400,1.0,0,0,5,6,1220,0,1959,0,98022,47.2063,-122.023,1640,53578,55
14562,3,1.0,1110,6060,1.0,0,0,3,6,1110,0,1949,0,98166,47.4705,-122.352,1480,8100,66
17386,3,2.25,2206,82031,1.0,0,2,3,6,866,1340,1983,0,98074,47.6302,-122.069,2590,53024,31
16417,3,2.25,2770,57745,2.0,0,0,3,8,2770,0,1985,0,98072,47.775,-122.124,2720,46765,30
21543,3,1.5,1160,1031,3.0,0,0,3,8,1160,0,2008,0,98103,47.6538,-122.357,1268,1688,6
11015,3,1.75,1460,7967,1.0,0,0,3,7,1040,420,1977,0,98023,47.3199,-122.374,1460,6835,38
11249,3,1.5,1370,9800,1.0,0,0,5,7,1370,0,1968,0,98001,47.3068,-122.27,1370,9800,47
4058,3,1.0,1030,9916,1.0,0,0,4,7,1030,0,1972,0,98034,47.7218,-122.176,1470,9044,43
6801,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000,88
16490,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7467,-122.3,880,8149,67
16477,5,3.0,3045,5030,2.0,0,0,3,8,3045,0,1999,0,98058,47.4386,-122.127,3045,5322,15
3672,5,2.75,3890,9130,2.0,0,0,3,9,3890,0,2004,0,98065,47.5407,-121.86,3450,8361,10
19453,3,1.75,1310,9761,1.0,0,0,3,7,1310,0,1967,0,98034,47.721,-122.228,1490,9600,47
2625,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,31
11062,2,1.0,1500,6685,1.0,0,0,3,7,1190,310,1926,0,98133,47.7186,-122.354,1420,6561,89
19266,2,1.0,890,5000,1.0,0,0,4,6,890,0,1947,0,98118,47.5526,-122.287,1160,5000,67
5155,5,3.0,2220,5185,2.0,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316,12
1098,2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,0,98133,47.7218,-122.356,1050,1380,14
6031,3,1.0,1490,7200,1.0,0,0,3,7,1490,0,1954,0,98125,47.7276,-122.307,1280,7200,61
14878,3,2.5,3140,9808,2.0,0,0,3,9,2500,640,2001,0,98052,47.6383,-122.097,2370,10014,13
2065,3,1.0,1240,5200,1.0,0,0,3,6,1240,0,1969,0,98042,47.3701,-122.079,870,5200,46
13410,2,1.0,770,8612,1.0,0,0,3,6,770,0,1953,0,98155,47.7547,-122.323,1290,8407,61
20516,2,2.5,1280,819,2.0,0,0,3,8,1060,220,2006,0,98103,47.6905,-122.364,1290,2900,8
8099,3,2.5,1630,7950,1.0,0,0,3,8,1320,310,1985,0,98042,47.4224,-122.159,1650,7952,29
20237,3,3.25,3240,4185,2.0,0,0,3,8,2770,470,2011,0,98075,47.5794,-122.03,2660,4692,4
17011,4,2.25,2930,9840,1.0,0,0,4,8,1560,1370,1977,0,98023,47.3103,-122.382,2800,8374,38
1030,4,2.0,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,47.6908,-122.397,1190,1567,69
15225,4,2.5,1950,3720,2.0,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720,10
18755,3,1.0,1180,3600,1.5,0,0,3,7,1180,0,1926,0,98112,47.6337,-122.28,1900,3600,88
9445,3,1.0,1340,18000,1.0,0,0,4,7,1340,0,1924,0,98070,47.4443,-122.509,1660,196591,90
5372,2,1.0,920,5850,1.0,0,0,4,6,920,0,1900,0,98108,47.5441,-122.304,1640,5476,114
9815,3,1.0,1120,10665,1.0,0,0,4,6,1120,0,1961,0,98001,47.2886,-122.274,1240,10639,53
2228,3,1.5,1160,5200,1.0,0,0,5,7,1160,0,1970,0,98042,47.364,-122.094,1170,5200,44
17493,3,2.0,2090,4077,1.5,0,0,4,8,1530,560,1931,0,98112,47.6433,-122.3,2010,4132,83
17928,3,2.5,2340,3466,2.0,0,0,3,7,2340,0,2004,0,98065,47.5322,-121.851,1970,3739,10
12362,2,1.0,790,6555,1.0,0,0,2,6,790,0,1956,0,98146,47.5015,-122.35,1440,7601,59
5230,2,1.0,820,3000,1.0,0,0,4,7,820,0,1924,0,98103,47.6842,-122.348,1490,3000,91
1812,4,2.25,2570,9503,2.0,0,0,3,8,2570,0,1980,0,98011,47.764,-122.167,1950,9600,34
19349,4,2.5,3090,5600,2.0,0,0,3,9,3090,0,2005,0,98075,47.597,-121.979,3080,5788,10
15750,3,1.5,1870,7853,1.0,0,0,3,7,1300,570,1962,0,98125,47.7045,-122.281,1870,8300,52
7786,4,1.75,2200,8100,1.5,0,0,5,6,1400,800,1942,0,98168,47.4945,-122.303,1520,8100,72
14271,3,2.5,1810,1988,2.0,0,0,3,7,1350,460,1997,0,98199,47.6513,-122.385,1600,1525,18
17839,4,2.5,2060,13500,1.0,0,0,3,7,1260,800,1968,0,98042,47.4229,-122.153,1610,10714,46
19564,4,3.0,5430,108900,2.0,0,0,4,10,5430,0,1987,0,98053,47.6582,-122.038,3170,107076,27
21551,5,4.5,4350,13405,2.0,0,0,3,11,4350,0,2014,0,98074,47.6018,-122.06,3990,7208,0
10705,3,2.5,1640,5707,2.0,0,0,3,7,1640,0,1995,0,98031,47.4016,-122.209,1850,5827,20
15291,3,2.25,2210,22040,1.0,0,0,5,8,1510,700,1976,0,98004,47.5904,-122.194,2470,14258,38
5252,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,32
2208,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000,75
11583,2,1.0,1390,19988,1.0,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490,65
14373,2,2.25,1190,1499,2.0,0,0,3,9,1100,90,2004,0,98105,47.6666,-122.285,1430,1332,11
14907,3,2.5,2960,9350,2.0,0,2,4,9,2960,0,1978,0,98008,47.6218,-122.094,2960,11745,36
6596,3,2.5,2890,7027,2.0,0,0,3,8,2890,0,2004,0,98074,47.6111,-122.009,2890,7197,10
4066,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,98105,47.6692,-122.325,1620,4080,84
1458,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,98117,47.6876,-122.384,1540,4800,75
3156,4,3.0,2020,6000,1.0,0,0,3,8,1220,800,1968,2015,98199,47.6563,-122.401,1400,6000,0
2581,2,1.0,1140,3990,1.0,0,0,3,7,1140,0,1924,0,98103,47.6554,-122.333,1800,5700,91
12022,3,2.5,2240,6396,2.0,0,0,3,7,2240,0,2002,0,98065,47.5356,-121.881,2610,5128,12
10271,4,2.75,2350,5589,2.0,0,0,3,7,2350,0,2001,0,98059,47.5098,-122.155,2014,6365,13
19554,3,3.0,4910,43560,2.0,0,0,4,10,4000,910,1989,0,98007,47.5911,-122.131,3540,12288,25
6161,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,90
17237,5,1.0,1420,6250,1.5,0,0,4,8,1420,0,1926,0,98116,47.5807,-122.389,1420,6250,89
17304,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095,73
3819,2,1.0,890,4590,1.0,0,0,3,7,890,0,1923,0,98117,47.6901,-122.362,1310,4590,91
8752,4,1.0,1610,6000,1.5,0,0,4,7,1510,100,1905,0,98118,47.5261,-122.266,1430,6000,110
20466,4,2.5,2850,12429,2.0,0,0,3,9,2850,0,2008,0,98033,47.6915,-122.177,2540,12000,6
9714,4,4.0,5545,871200,2.0,0,0,3,11,3605,1940,2003,0,98014,47.676,-121.882,3420,871200,12
6397,3,1.0,1250,8314,1.0,0,0,3,6,1250,0,1958,0,98058,47.4522,-122.178,1188,7700,57
6068,3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071,11
16801,2,1.0,1010,5408,1.0,0,0,4,6,1010,0,1926,0,98032,47.3759,-122.238,980,7800,89
18899,4,2.5,2390,53941,2.0,0,0,3,8,2390,0,1989,0,98053,47.7066,-122.08,2610,104108,26
18474,2,1.0,1100,2800,1.0,0,0,3,7,1100,0,1925,0,98119,47.6361,-122.371,1110,1673,90
9096,6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,1987,0,98108,47.5552,-122.3,1160,5628,27
8907,4,2.0,1610,6650,1.0,0,0,3,7,1610,0,1989,0,98023,47.3085,-122.358,1960,6650,26
1403,3,2.25,2560,41346,2.0,0,0,3,10,2560,0,1986,0,98027,47.4871,-122.065,3040,35395,28
1757,4,3.5,3540,4750,2.0,0,0,3,10,3540,0,2003,0,98055,47.473,-122.193,3310,5655,11
3847,3,2.0,1430,9250,1.0,0,0,4,8,990,440,1983,0,98052,47.6952,-122.096,1830,8003,32
10749,4,2.75,3840,10004,1.0,0,2,4,9,2110,1730,1963,0,98040,47.5606,-122.225,3500,12118,52
20566,3,3.5,1320,1161,3.0,0,0,3,8,1320,0,2010,0,98125,47.7162,-122.294,1320,1161,4
